,15826,11608,10802,12981,7772,13254,13255,16106,16107,5457,4841,16891,10531,14017,4592,7782,3074,265,266,10787,5905,5759,6263,17399,17400,10262,7376,15017,16969,15045,15937,7963,250,1584,11847,7199,11593,4139,2777,17543,13998,1068,9885,1164,14669,6143,13873,9209,9210,3592,2140,15537,16920,16921,5300,17362,3228,3229,3230,6229,8812,4878,13538,17584,8123,11026,9200,9201,7081,11118,9889,6675,7980,14410,2858,8299,14961,8082,8716
scientificNameID_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acceptedNameUsageID_y,urn:lsid:dyntaxa.se:Taxon:208308,urn:lsid:dyntaxa.se:Taxon:208282,urn:lsid:dyntaxa.se:Taxon:208309,urn:lsid:dyntaxa.se:Taxon:208316,urn:lsid:dyntaxa.se:Taxon:208298,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208282,urn:lsid:dyntaxa.se:Taxon:208282,urn:lsid:dyntaxa.se:Taxon:102918,urn:lsid:dyntaxa.se:Taxon:208319,urn:lsid:dyntaxa.se:Taxon:208290,urn:lsid:dyntaxa.se:Taxon:208270,urn:lsid:dyntaxa.se:Taxon:208289,urn:lsid:dyntaxa.se:Taxon:208299,urn:lsid:dyntaxa.se:Taxon:208290,urn:lsid:dyntaxa.se:Taxon:208294,urn:lsid:dyntaxa.se:Taxon:208298,urn:lsid:dyntaxa.se:Taxon:208298,urn:lsid:dyntaxa.se:Taxon:208314,urn:lsid:dyntaxa.se:Taxon:208278,urn:lsid:dyntaxa.se:Taxon:208311,urn:lsid:dyntaxa.se:Taxon:208276,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208299,urn:lsid:dyntaxa.se:Taxon:208262,urn:lsid:dyntaxa.se:Taxon:208311,urn:lsid:dyntaxa.se:Taxon:208274,urn:lsid:dyntaxa.se:Taxon:208313,urn:lsid:dyntaxa.se:Taxon:208309,urn:lsid:dyntaxa.se:Taxon:208320,urn:lsid:dyntaxa.se:Taxon:226659,urn:lsid:dyntaxa.se:Taxon:208279,urn:lsid:dyntaxa.se:Taxon:208274,urn:lsid:dyntaxa.se:Taxon:208314,urn:lsid:dyntaxa.se:Taxon:208314,urn:lsid:dyntaxa.se:Taxon:102918,urn:lsid:dyntaxa.se:Taxon:208314,urn:lsid:dyntaxa.se:Taxon:208306,urn:lsid:dyntaxa.se:Taxon:208301,urn:lsid:dyntaxa.se:Taxon:208292,urn:lsid:dyntaxa.se:Taxon:208279,urn:lsid:dyntaxa.se:Taxon:208314,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208299,urn:lsid:dyntaxa.se:Taxon:208263,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208267,urn:lsid:dyntaxa.se:Taxon:208262,urn:lsid:dyntaxa.se:Taxon:208309,urn:lsid:dyntaxa.se:Taxon:208267,urn:lsid:dyntaxa.se:Taxon:208267,urn:lsid:dyntaxa.se:Taxon:208290,urn:lsid:dyntaxa.se:Taxon:102918,urn:lsid:dyntaxa.se:Taxon:101868,urn:lsid:dyntaxa.se:Taxon:101868,urn:lsid:dyntaxa.se:Taxon:101868,urn:lsid:dyntaxa.se:Taxon:208277,urn:lsid:dyntaxa.se:Taxon:208313,urn:lsid:dyntaxa.se:Taxon:208300,urn:lsid:dyntaxa.se:Taxon:208320,urn:lsid:dyntaxa.se:Taxon:208263,urn:lsid:dyntaxa.se:Taxon:208290,urn:lsid:dyntaxa.se:Taxon:208263,urn:lsid:dyntaxa.se:Taxon:208302,urn:lsid:dyntaxa.se:Taxon:208302,urn:lsid:dyntaxa.se:Taxon:100912,urn:lsid:dyntaxa.se:Taxon:208309,urn:lsid:dyntaxa.se:Taxon:208266,urn:lsid:dyntaxa.se:Taxon:208262,urn:lsid:dyntaxa.se:Taxon:208315,urn:lsid:dyntaxa.se:Taxon:208301,urn:lsid:dyntaxa.se:Taxon:208292,urn:lsid:dyntaxa.se:Taxon:208297,urn:lsid:dyntaxa.se:Taxon:208320,urn:lsid:dyntaxa.se:Taxon:208263,urn:lsid:dyntaxa.se:Taxon:208317
parentNameUsageID_y,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002327,urn:lsid:dyntaxa.se:Taxon:1002320,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002327,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002306,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002321,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002316,urn:lsid:dyntaxa.se:Taxon:1002320,urn:lsid:dyntaxa.se:Taxon:1002320,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002309,urn:lsid:dyntaxa.se:Taxon:1002325,urn:lsid:dyntaxa.se:Taxon:1002309,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002321,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002325,urn:lsid:dyntaxa.se:Taxon:1002309,urn:lsid:dyntaxa.se:Taxon:1002325,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002327,urn:lsid:dyntaxa.se:Taxon:1007291,urn:lsid:dyntaxa.se:Taxon:1002310,urn:lsid:dyntaxa.se:Taxon:1002309,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002322,urn:lsid:dyntaxa.se:Taxon:1002314,urn:lsid:dyntaxa.se:Taxon:1002310,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002321,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002304,urn:lsid:dyntaxa.se:Taxon:1002304,urn:lsid:dyntaxa.se:Taxon:1002304,urn:lsid:dyntaxa.se:Taxon:1002309,urn:lsid:dyntaxa.se:Taxon:1002325,urn:lsid:dyntaxa.se:Taxon:1002322,urn:lsid:dyntaxa.se:Taxon:1002327,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002312,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002322,urn:lsid:dyntaxa.se:Taxon:1002322,urn:lsid:dyntaxa.se:Taxon:1002323,urn:lsid:dyntaxa.se:Taxon:1002324,urn:lsid:dyntaxa.se:Taxon:1002303,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002326,urn:lsid:dyntaxa.se:Taxon:1002322,urn:lsid:dyntaxa.se:Taxon:1002314,urn:lsid:dyntaxa.se:Taxon:1002319,urn:lsid:dyntaxa.se:Taxon:1002327,urn:lsid:dyntaxa.se:Taxon:1002302,urn:lsid:dyntaxa.se:Taxon:1002327
originalNameUsageID_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nameAccordingToID_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
namePublishedInID_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxonConceptID_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scientificName_y,Leucorrhinia dubia,Aeshna caerulea,Leucorrhinia rubicunda,Sympetrum flaveolum,Cordulegaster boltonii,Lestes sponsa,Lestes sponsa,Aeshna caerulea,Aeshna caerulea,Leucorrhinia pectoralis,Sympetrum striolatum,Aeshna mixta,Pyrrhosoma nymphula,Aeshna cyanea,Cordulia aenea,Aeshna mixta,Brachytron pratense,Cordulegaster boltonii,Cordulegaster boltonii,Orthetrum cancellatum,Coenagrion pulchellum,Libellula quadrimaculata,Coenagrion johanssoni,Lestes sponsa,Lestes sponsa,Cordulia aenea,Calopteryx splendens,Libellula quadrimaculata,Coenagrion hastulatum,Libellula depressa,Leucorrhinia rubicunda,Sympetrum sanguineum,Erythromma viridulum,Enallagma cyathigerum,Coenagrion hastulatum,Orthetrum cancellatum,Orthetrum cancellatum,Leucorrhinia pectoralis,Orthetrum cancellatum,Leucorrhinia caudalis,Somatochlora flavomaculata,Anax imperator,Enallagma cyathigerum,Orthetrum cancellatum,Lestes sponsa,Cordulia aenea,Calopteryx virgo,Lestes sponsa,Lestes sponsa,Lestes dryas,Calopteryx splendens,Leucorrhinia rubicunda,Lestes dryas,Lestes dryas,Aeshna mixta,Leucorrhinia pectoralis,Sympecma fusca,Sympecma fusca,Sympecma fusca,Coenagrion puella,Libellula depressa,Somatochlora metallica,Sympetrum sanguineum,Calopteryx virgo,Aeshna mixta,Calopteryx virgo,Somatochlora arctica,Somatochlora arctica,Epitheca bimaculata,Leucorrhinia rubicunda,Lestes sponsa,Calopteryx splendens,Orthetrum coerulescens,Somatochlora flavomaculata,Anax imperator,Onychogomphus forcipatus,Sympetrum sanguineum,Calopteryx virgo,Sympetrum danae
acceptedNameUsage_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parentNameUsage_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalNameUsage_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nameAccordingTo_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
namePublishedIn_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
namePublishedInYear_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
higherClassification_y,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Cordulegastridae | Cordulegaster,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Pyrrhosoma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Cordulia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Brachytron,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Cordulegastridae | Cordulegaster,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Cordulegastridae | Cordulegaster,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Coenagrion,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Libellula,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Coenagrion,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Cordulia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Libellula,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Coenagrion,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Libellula,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Erythromma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Enallagma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Coenagrion,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Somatochlora,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Anax,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Enallagma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Cordulia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Sympecma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Sympecma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Sympecma,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Coenagrionidae | Coenagrion,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Libellula,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Somatochlora,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Aeshna,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Somatochlora,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Somatochlora,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Epitheca,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Leucorrhinia,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Lestidae | Lestes,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Orthetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Corduliidae | Somatochlora,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Aeshnidae | Anax,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Gomphidae | Onychogomphus,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Zygoptera | Calopterygidae | Calopteryx,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Odonata | Anisoptera | Libellulidae | Sympetrum
kingdom_y,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia,Animalia
phylum_y,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
class_y,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta,Insecta
order_y,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata,Odonata
superfamily_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_y,Libellulidae,Aeshnidae,Libellulidae,Libellulidae,Cordulegastridae,Lestidae,Lestidae,Aeshnidae,Aeshnidae,Libellulidae,Libellulidae,Aeshnidae,Coenagrionidae,Aeshnidae,Corduliidae,Aeshnidae,Aeshnidae,Cordulegastridae,Cordulegastridae,Libellulidae,Coenagrionidae,Libellulidae,Coenagrionidae,Lestidae,Lestidae,Corduliidae,Calopterygidae,Libellulidae,Coenagrionidae,Libellulidae,Libellulidae,Libellulidae,Coenagrionidae,Coenagrionidae,Coenagrionidae,Libellulidae,Libellulidae,Libellulidae,Libellulidae,Libellulidae,Corduliidae,Aeshnidae,Coenagrionidae,Libellulidae,Lestidae,Corduliidae,Calopterygidae,Lestidae,Lestidae,Lestidae,Calopterygidae,Libellulidae,Lestidae,Lestidae,Aeshnidae,Libellulidae,Lestidae,Lestidae,Lestidae,Coenagrionidae,Libellulidae,Corduliidae,Libellulidae,Calopterygidae,Aeshnidae,Calopterygidae,Corduliidae,Corduliidae,Corduliidae,Libellulidae,Lestidae,Calopterygidae,Libellulidae,Corduliidae,Aeshnidae,Gomphidae,Libellulidae,Calopterygidae,Libellulidae
subfamily_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tribe_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtribe_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genus_y,Leucorrhinia,Aeshna,Leucorrhinia,Sympetrum,Cordulegaster,Lestes,Lestes,Aeshna,Aeshna,Leucorrhinia,Sympetrum,Aeshna,Pyrrhosoma,Aeshna,Cordulia,Aeshna,Brachytron,Cordulegaster,Cordulegaster,Orthetrum,Coenagrion,Libellula,Coenagrion,Lestes,Lestes,Cordulia,Calopteryx,Libellula,Coenagrion,Libellula,Leucorrhinia,Sympetrum,Erythromma,Enallagma,Coenagrion,Orthetrum,Orthetrum,Leucorrhinia,Orthetrum,Leucorrhinia,Somatochlora,Anax,Enallagma,Orthetrum,Lestes,Cordulia,Calopteryx,Lestes,Lestes,Lestes,Calopteryx,Leucorrhinia,Lestes,Lestes,Aeshna,Leucorrhinia,Sympecma,Sympecma,Sympecma,Coenagrion,Libellula,Somatochlora,Sympetrum,Calopteryx,Aeshna,Calopteryx,Somatochlora,Somatochlora,Epitheca,Leucorrhinia,Lestes,Calopteryx,Orthetrum,Somatochlora,Anax,Onychogomphus,Sympetrum,Calopteryx,Sympetrum
genericName_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subgenus_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infragenericEpithet_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specificEpithet_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infraspecificEpithet_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cultivarEpithet_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
